345,Australia,Melbourne International Airport,Melbourne,MEL,YMML
346,Australia,Mount Gambier Airport,Mount Gambier,MGB,YMTG
347,Australia,Milingimbi Airport,Milingimbi,MGT,YMGB
348,Australia,Mount Hotham Airport,Mount Hotham,MHU,YHOT
349,Australia,Merimbula Airport,Merimbula,MIM,YMER
350,Australia,Shark Bay Airport,Shark Bay,MJK,YSHK
351,Australia,Meekatharra Airport,Meekatharra,MKR,YMEK
352,Australia,Mackay Airport,Mackay,MKY,YBMK
353,Australia,Mount Magnet Airport,Mount Magnet,MMG,YMOG
354,Australia,Maningrida Airport,Maningrida,MNG,YMGD
355,Australia,Moomba Airport,Moomba,MOO,YOOM
356,Australia,Moranbah Airport,Moranbah,MOV,YMRB
357,Australia,Mildura Airport,Mildura,MQL,YMIA
358,Australia,Mareeba Airport,,MRG,YMBA
359,Australia,Moree Airport,Moree,MRZ,YMOR
360,Australia,Maitland Airport,Maitland,MTL,YMND
361,Australia,Moruya Airport,Moruya,MYA,YMRY
362,Australia,Murray Island Airport,Murray Island,MYI,YMUI
363,Australia,Narrabri Airport,Narrabri,NAA,YNBR
364,Australia,Naracoorte Airport,Naracoorte,NAC,YNRC
365,Australia,Young Airport,,NGA,YYNG
366,Australia,Noonkanbah Airport,Noonkanbah,NKB,YNKA
367,Australia,Darnley Island Airport,Darnley Island,NLF,YDNI
368,Australia,Nowra Airport,Nowra,NOA,YSNW
369,Australia,Narrandera Airport,Narrandera,NRA,YNAR
370,Australia,Scone Airport,Scone,NSO,YSCO
371,Australia,Newcastle Airport,Newcastle,NTL,YWLM
372,Australia,Normanton Airport,Normanton,NTN,YNTN
373,Australia,Orange Airport,Orange,OAG,YORG
374,Australia,Boolgeeda,Brockman,OCM,YBGD
375,Australia,Oceanside Municipal Airport,Fraser Island,OCN,KOKB
376,Australia,Yorke Island Airport,Yorke Island,OKR,YYKI
377,Australia,Oakey Airport,Oakey,OKY,YBOK
378,Australia,Olympic Dam Airport,Olympic Dam,OLP,YOLD
379,Australia,Mornington Island Airport,Mornington Island,ONG,YMTI
380,Australia,Onslow Airport,Onslow,ONS,YOLW
381,Australia,Gold Coast Airport,Coolangatta,OOL,YBCG
382,Australia,Cooma Snowy Mountains Airport,Cooma,OOM,YCOM
383,Australia,Paraburdoo Airport,Paraburdoo,PBO,YPBO
384,Australia,Penneshaw Airport,Penneshaw,PEA,YPSH
385,Australia,Perth International Airport,Perth,PER,YPPH
386,Australia,Port Hedland International Airport,Port Hedland,PHE,YPPD
387,Australia,Parkes Airport,Parkes,PKE,YPKS
388,Australia,Port Keats Airport,Wadeye,PKT,YPKT
389,Australia,Port Lincoln Airport,Port Lincoln,PLO,YPLC
390,Australia,Palm Island Airport,Palm Island,PMK,YPAM
391,Australia,Port Pirie Airport,,PPI,YPIR
392,Australia,Proserpine Whitsunday Coast Airport,Prosserpine,PPP,YBPN
393,Australia,Port Macquarie Airport,Port Macquarie,PQQ,YPMQ
394,Australia,Portland Airport,Portland,PTJ,YPOD
395,Australia,Port Augusta Airport,Argyle,PUG,YPAG
396,Australia,Prominent Hill Airport,Prominent Hill,PXH,YPMH
397,Australia,Narromine Airport,,QRM,YNRM
398,Australia,Warren Airport,,QRR,YWRN
399,Australia,Ramingining Airport,Ramingining,RAM,YRNG
400,Australia,Richmond Airport,Richmond,RCM,YRMD
401,Australia,Roma Airport,Roma,RMA,YROM
402,Australia,Renmark Airport,Renmark,RMK,YREN
403,Australia,Rockhampton Airport,Rockhampton,ROK,YBRK
404,Australia,Roper Bar Airport,Roper Bar,RPB,YRRB
405,Australia,Ngukurr Airport,,RPM,YNGU
406,Australia,Rottnest Island Airport,Rottnest Island,RTS,YRTI
407,Australia,Ravensthorpe Airport,Ravensthorpe,RVT,YNRV
408,Australia,Saibai Island Airport,Saibai Island,SBR,YSII
409,Australia,St George Airport,St George,SGO,YSGE
410,Australia,Shepparton Airport,Shepparton,SHT,YSHT
411,Australia,Smithton Airport,,SIO,YSMI
412,Australia,Solomon Airport,Solomon,SLJ,YSOL
413,Australia,Snake Bay Airport,,SNB,YSNB
414,Australia,Strahan Airport,Strahan,SRN,YSRN
415,Australia,Stawell Airport,,SWC,YSWL
416,Australia,Swan Hill Airport,Swan Hill,SWH,YSWH
417,Australia,West Sale Airport,Sale,SXE,YWSL
418,Australia,Sydney Kingsford Smith International Airport,Sydney,SYD,YSSY
419,Australia,Warraber Island Airport,Sue Islet,SYU,YWBS
420,Australia,Tennant Creek Airport,Tennant Creek,TCA,YTNK
421,Australia,Theodore Airport,Theodore,TDR,YTDR
422,Australia,Telfer Airport,Telfer,TEF,YTEF
423,Australia,Temora Airport,Temora,TEM,YTEM
424,Australia,Latrobe Valley Airport,Morwell,TGN,YLTV
425,Australia,Thangool Airport,Biloela,THG,YTNG
426,Australia,Tamworth Airport,Tamworth,TMW,YSTW
427,Australia,Taree Airport,Taree,TRO,YTRE
428,Australia,Townsville Airport,Townsville,TSV,YBTL
429,Australia,Tumut Airport,,TUM,YTMU
430,Australia,Toowoomba Airport,Toowoomba,TWB,YTWB
431,Australia,Tibooburra Airport,,TYB,YTIB
432,Australia,Mabuiag Island Airport,Mabuiag Island,UBB,YMAA
