name, codename, country, iata, icao, type
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ,EPSC,airport
Redzikowo Air Base,Slupsk,Poland,OSP,EPSK,airport
Warsaw Chopin Airport,Warsaw,Poland,WAW,EPWA,airport
Copernicus Wrocław Airport,Wroclaw,Poland,WRO,EPWR,airport
Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG,EPZG,airport
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,EPBY,airport
Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,EPLL,airport
Oksywie Military Air Base,Gdynia,Poland,QYD,EPOK,airport
Radom Airport,RADOM,Poland,RDO,EPRA,airport
Modlin Airport,Warsaw,Poland,WMI,EPMO,airport
Lublin Airport,Lublin,Poland,LUZ,EPLB,airport
Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,EPSY,airport
Biała Podlaska Airfield,Biała Podlaska,Poland,BXP,EPBP,airport
Alverca Air Base,Alverca,Portugal,AVR,LPAR,airport
Santa Maria Airport,Santa Maria (island),Portugal,SMA,LPAZ,airport
Bragança Airport,Braganca,Portugal,BGC,LPBG,airport
Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,LPBJ,airport
Braga Municipal Aerodrome,Braga,Portugal,BGZ,LPBR,airport
Cascais Airport,Cascais,Portugal,CAT,LPCS,airport
Flores Airport,Flores,Portugal,FLW,LPFL,airport
Faro Airport,Faro,Portugal,FAO,LPFR,airport
Graciosa Airport,Graciosa Island,Portugal,GRW,LPGR,airport
Horta Airport,Horta,Portugal,HOR,LPHR,airport
Lajes Airport,Lajes (terceira Island),Portugal,TER,LPLA,airport
Monte Real Air Base,Monte Real,Portugal,QLR,LPMR,airport
João Paulo II Airport,Ponta Delgada,Portugal,PDL,LPPD,airport
Pico Airport,Pico,Portugal,PIX,LPPI,airport
Portimão Airport,Portimao,Portugal,PRM,LPPM,airport
Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,LPPR,airport
Porto Santo Airport,Porto Santo,Portugal,PXO,LPPS,airport
Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,LPPT,airport
São Jorge Airport,Sao Jorge Island,Portugal,SJZ,LPSJ,airport
Vila Real Airport,Vila Real,Portugal,VRL,LPVR,airport
Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,LPVZ,airport
Madeira Airport,Funchal,Portugal,FNC,LPMA,airport
Corvo Airport,Corvo,Portugal,CVU,LPCR,airport
Rafael Hernandez Airport,Aguadilla,Puerto Rico,BQN,TJBQ,airport
Diego Jimenez Torres Airport,Fajardo,Puerto Rico,FAJ,TJFA,airport
Fernando Luis Ribas Dominicci Airport,San Juan,Puerto Rico,SIG,TJIG,airport
Eugenio Maria De Hostos Airport,Mayaguez,Puerto Rico,MAZ,TJMZ,airport
Mercedita Airport,Ponce,Puerto Rico,PSE,TJPS,airport
Luis Munoz Marin International Airport,San Juan,Puerto Rico,SJU,TJSJ,airport
Vieques Airport,Vieques Island,Puerto Rico,VQS,TJCG,airport
Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,CPX,TJCP,airport
Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,ARE,TJAB,airport
José Aponte de la Torre Airport,Ceiba,Puerto Rico,NRR,TJRV,airport
Doha International Airport,Doha,Qatar,DIA,OTBD,airport
Al Udeid Air Base,Doha,Qatar,XJD,OTBH,airport
Hamad International Airport,Doha,Qatar,DOH,OTHH,airport
Roland Garros Airport,St.-denis,Reunion,RUN,FMEE,airport
Pierrefonds Airport,St.-pierre,Reunion,ZSE,FMEP,airport
Arad International Airport,Arad,Romania,ARW,LRAR,airport
Bacău Airport,Bacau,Romania,BCM,LRBC,airport
Tautii Magheraus Airport,Baia Mare,Romania,BAY,LRBM,airport
Băneasa International Airport,Bucharest,Romania,BBU,LRBS,airport
Mihail Kogălniceanu International Airport,Constanta,Romania,CND,LRCK,airport
Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,LRCL,airport
Caransebeş Airport,Caransebes,Romania,CSB,LRCS,airport
Craiova Airport,Craiova,Romania,CRA,LRCV,airport
Iaşi Airport,Iasi,Romania,IAS,LRIA,airport
Oradea International Airport,Oradea,Romania,OMR,LROD,airport
Henri Coandă International Airport,Bucharest,Romania,OTP,LROP,airport
Sibiu International Airport,Sibiu,Romania,SBZ,LRSB,airport
Satu Mare Airport,Satu Mare,Romania,SUJ,LRSM,airport
Suceava Stefan cel Mare Airport,Suceava,Romania,SCV,LRSV,airport
Tulcea Airport,Tulcea,Romania,TCE,LRTC,airport
Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM,LRTM,airport
Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,LRTR,airport
Yakutsk Airport,Yakutsk,Russia,YKS,UEEE,airport
Mirny Airport,Mirnyj,Russia,MJZ,UERR,airport
Ignatyevo Airport,Blagoveschensk,Russia,BQS,UHBB,airport
Khabarovsk-Novy Airport,Khabarovsk,Russia,KHV,UHHH,airport
Provideniya Bay Airport,Provideniya Bay,Russia,PVS,UHMD,airport
Sokol Airport,Magadan,Russia,GDX,UHMM,airport
Pevek Airport,Pevek,Russia,PWE,UHMP,airport
Yelizovo Airport,Petropavlovsk,Russia,PKC,UHPP,airport
Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UUS,UHSS,airport
Vladivostok International Airport,Vladivostok,Russia,VVO,UHWW,airport
Chita-Kadala Airport,Chita,Russia,HTA,UIAA,airport
Bratsk Airport,Bratsk,Russia,BTK,UIBB,airport
Irkutsk Airport,Irkutsk,Russia,IKT,UIII,airport
Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,UUD,UIUU,airport
Pulkovo Airport,St. Petersburg,Russia,LED,ULLI,airport
Murmansk Airport,Murmansk,Russia,MMK,ULMM,airport
Khrabrovo Airport,Kaliningrad,Russia,KGD,UMKK,airport
Abakan Airport,Abakan,Russia,ABA,UNAA,airport
Barnaul Airport,Barnaul,Russia,BAX,UNBB,airport
Kemerovo Airport,Kemorovo,Russia,KEJ,UNEE,airport
Omsk Central Airport,Omsk,Russia,OMS,UNOO,airport
Krasnodar Pashkovsky International Airport,Krasnodar,Russia,KRR,URKK,airport
Uytash Airport,Makhachkala,Russia,MCX,URML,airport
Mineralnyye Vody Airport,Mineralnye Vody,Russia,MRV,URMM,airport
Stavropol Shpakovskoye Airport,Stavropol,Russia,STW,URMT,airport
Platov International Airport,Rostov,Russia,ROV,URRP,airport
Sochi International Airport,Sochi,Russia,AER,URSS,airport
Astrakhan Airport,Astrakhan,Russia,ASF,URWA,airport
Volgograd International Airport,Volgograd,Russia,VOG,URWW,airport
Chelyabinsk Balandino Airport,Chelyabinsk,Russia,CEK,USCC,airport
Magnitogorsk International Airport,Magnetiogorsk,Russia,MQF,USCM,airport
Nizhnevartovsk Airport,Nizhnevartovsk,Russia,NJC,USNN,airport
Bolshoye Savino Airport,Perm,Russia,PEE,USPP,airport
Surgut Airport,Surgut,Russia,SGC,USRR,airport
Koltsovo Airport,Yekaterinburg,Russia,SVX,USSS,airport
Bryansk Airport,Bryansk,Russia,BZK,UUBP,airport
Sheremetyevo International Airport,Moscow,Russia,SVO,UUEE,airport
Migalovo Air Base,Tver,Russia,KLD,UUEM,airport
Voronezh International Airport,Voronezh,Russia,VOZ,UUOO,airport
Vnukovo International Airport,Moscow,Russia,VKO,UUWW,airport
Syktyvkar Airport,Syktyvkar,Russia,SCW,UUYY,airport
Kazan International Airport,Kazan,Russia,KZN,UWKD,airport
Orenburg Central Airport,Orenburg,Russia,REN,UWOO,airport
Ufa International Airport,Ufa,Russia,UFA,UWUU,airport
Kurumoch International Airport,Samara,Russia,KUF,UWWW,airport
Domodedovo International Airport,Moscow,Russia,DME,UUDD,airport
Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,airport
Roshchino International Airport,Tyumen,Russia,TJM,USTR,airport
Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,GOJ,UWGG,airport
Bogashevo Airport,Tomsk,Russia,TOF,UNTT,airport
Ust-Ilimsk Airport,Ust Ilimsk,Russia,UIK,UIBS,airport
Norilsk-Alykel Airport,Norilsk,Russia,NSK,UOOO,airport
Anapa Vityazevo Airport,Anapa,Russia,AAQ,URKA,airport
Bykovo Airport,Moscow,Russia,BKA,UUBB,airport
Talagi Airport,Arkhangelsk,Russia,ARH,ULAA,airport
Saratov Central Airport,Saratov,Russia,RTW,UWSS,airport
Novy Urengoy Airport,Novy Urengoy,Russia,NUX,USMU,airport
Noyabrsk Airport,Noyabrsk,Russia,NOJ,USRO,airport
Ukhta Airport,Ukhta,Russia,UCT,UUYH,airport
Usinsk Airport,Usinsk,Russia,USK,UUYS,airport
Pechora Airport,Pechora,Russia,PEX,UUYP,airport
Naryan Mar Airport,Naryan-Mar,Russia,NNM,ULAM,airport
Pskov Airport,Pskov,Russia,PKV,ULOO,airport
Kogalym International Airport,Kogalym,Russia,KGP,USRK,airport
Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,UNKL,airport
Uray Airport,Uraj,Russia,URJ,USHU,airport
Ivanovo South Airport,Ivanovo,Russia,IWA,UUBI,airport
Chulman Airport,Neryungri,Russia,NER,UELL,airport
Polyarny Airport,Yakutia,Russia,PYJ,UERP,airport
Chokurdakh Airport,Chokurdah,Russia,CKH,UESO,airport
Cherskiy Airport,Cherskiy,Russia,CYX,UESS,airport
Tiksi Airport,Tiksi,Russia,IKS,UEST,airport
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,airport
Ugolny Airport,Anadyr,Russia,DYR,UHMA,airport
Okhotsk Airport,Okhotsk,Russia,OHO,UHOO,airport
Solovki Airport,Solovetsky Islands,Russia,CSH,ULAS,airport
Cherepovets Airport,Cherepovets,Russia,CEE,ULBC,airport
Amderma Airport,Amderma,Russia,AMV,ULDD,airport
Kotlas Airport,Kotlas,Russia,KSZ,ULKK,airport
Petrozavodsk Airport,Petrozavodsk,Russia,PES,ULPB,airport
Yeniseysk Airport,Yeniseysk,Russia,EIE,UNII,airport
Kyzyl Airport,Kyzyl,Russia,KYZ,UNKY,airport
Spichenkovo Airport,Novokuznetsk,Russia,NOZ,UNWW,airport
Khatanga Airport,Khatanga,Russia,HTG,UOHH,airport
Igarka Airport,Igarka,Russia,IAA,UOII,airport
Nalchik Airport,Nalchik,Russia,NAL,URMN,airport
Beslan Airport,Beslan,Russia,OGZ,URMO,airport
Elista Airport,Elista,Russia,ESL,URWI,airport
Salekhard Airport,Salekhard,Russia,SLY,USDD,airport
Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,HMA,USHH,airport
Nyagan Airport,Nyagan,Russia,NYA,USHN,airport
Sovetskiy Airport,Sovetskiy,Russia,OVS,USHS,airport
Izhevsk Airport,Izhevsk,Russia,IJK,USII,airport
Pobedilovo Airport,Kirov,Russia,KVX,USKK,airport
Nadym Airport,Nadym,Russia,NYM,USMM,airport
Raduzhny Airport,Raduzhnyi,Russia,RAT,USNR,airport
Nefteyugansk Airport,Nefteyugansk,Russia,NFG,USRN,airport
Kurgan Airport,Kurgan,Russia,KRO,USUU,airport
Staroselye Airport,Rybinsk,Russia,RYB,UUBK,airport
Belgorod International Airport,Belgorod,Russia,EGO,UUOB,airport
Kursk East Airport,Kursk,Russia,URS,UUOK,airport
Lipetsk Airport,Lipetsk,Russia,LPK,UUOL,airport
Vorkuta Airport,Vorkuta,Russia,VKT,UUYW,airport
Bugulma Airport,Bugulma,Russia,UUA,UWKB,airport
Yoshkar-Ola Airport,Yoshkar-Ola,Russia,JOK,UWKJ,airport
Cheboksary Airport,Cheboksary,Russia,CSY,UWKS,airport
Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,airport
Orsk Airport,Orsk,Russia,OSW,UWOR,airport
Penza Airport,Penza,Russia,PEZ,UWPP,airport
Saransk Airport,Saransk,Russia,SKX,UWPS,airport
Balakovo Airport,Balakovo,Russia,BWO,UWSB,airport
Berezovo Airport,Berezovo,Russia,EZV,USHB,airport
Kostroma Sokerkino Airport,Kostroma,Russia,KMW,UUBA,airport
Donskoye Airport,Tambow,Russia,TBW,UUOT,airport
Kirovsk-Apatity Airport,Apatity,Russia,KVK,ULMK,airport
Kirensk Airport,Kirensk,Russia,KCK,UIKK,airport
Ust-Kut Airport,Ust-Kut,Russia,UKX,UITT,airport
Taganrog Yuzhny Airport,Taganrog,Russia,TGK,URRT,airport
Gelendzhik Airport,Gelendzhik,Russia,GDZ,URKG,airport
Zhukovsky International Airport,Ramenskoe,Russia,ZIA,UUBW,airport
Tunoshna Airport,Yaroslavl,Russia,IAR,UUDL,airport
Begishevo Airport,Nizhnekamsk,Russia,NBC,UWKE,airport
Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,UWLL,airport
Strezhevoy Airport,Strezhevoy,Russia,SWT,UNSS,airport
Batagay Airport,Batagay,Russia,BQJ,UEBB,airport
Vologda Airport,Vologda,Russia,VGD,ULWW,airport
Olenyok Airport,Olenyok,Russia,ONK,UERO,airport
Saskylakh Airport,Saskylakh,Russia,SYS,UERS,airport
Leshukonskoye Airport,Arkhangelsk,Russia,LDG,ULAL,airport
Chkalovskiy Air Base,Shchyolkovo,Russia,CKL,UUMU,airport
Turukhansk Airport,Turukhansk,Russia,THX,UOTT,airport
Podkamennaya Tunguska Airport,Bor,Russia,TGP,UNIP,airport
Beloyarskiy Airport,Beloyarsky,Russia,EYK,USHY,airport
Grabtsevo Airport,Kaluga,Russia,KLF,UUBC,airport
Ostafyevo International Airport,Moscow,Russia,OSF,UUMO,airport
Dikson Airport,Dikson,Russia,DKS,UODD,airport
Ust-Tsylma Airport,Ust-Tsylma,Russia,UTS,UUYX,airport
Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,airport
Moma Airport,Honuu,Russia,MQJ,UEMA,airport
Typliy Klyuch Airport,Khandyga,Russia,KDY,UEMH,airport
Magan Airport,Yakutsk,Russia,GYG,UEMM,airport
Ust-Nera Airport,Ust-Nera,Russia,USR,UEMT,airport
Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS,ULWU,airport
Bodaybo Airport,Bodaibo,Russia,ODO,UIKB,airport
Lensk Airport,Lensk,Russia,ULK,UERL,airport
Kavalerovo Airport,Kavalerovo,Russia,KVR,UHWK,airport
Velikiye Luki Airport,Velikiye Luki,Russia,VLU,ULOL,airport
Srednekolymsk Airport,Srednekolymsk,Russia,SEK,UESK,airport
Markovo Airport,Markovo,Russia,KVM,UHMO,airport
Zyryanka Airport,Zyryanka,Russia,ZKP,UESU,airport
Ust-Maya Airport,Ust-Maya,Russia,UMS,UEMU,airport
Aldan Airport,Aldan,Russia,ADH,UEEA,airport
Olyokminsk Airport,Olekminsk,Russia,OLZ,UEMO,airport
Yerbogachen Airport,Yerbogachen,Russia,ERG,UIKE,airport
Suntar Airport,Suntar,Russia,SUY,UENS,airport
Yeysk Airport,Eysk,Russia,EIK,URKE,airport
Magas Airport,Magas,Russia,IGT,URMS,airport
Tarko-Sale Airport,Tarko-Sale,Russia,TQL,USDS,airport
Achinsk Airport,Achinsk,Russia,ACS,UNKS,airport
Vilyuisk Airport,Vilyuisk,Russia,VYI,UENW,airport
Belaya Gora Airport,,Russia,BGN,UESG,airport
Maygatka Airport.,Sovetskaya Gavan,Russia,GVN,UHKM,airport
Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,NLI,UHNN,airport
Volgodonsk Airport,,Russia,VLK,URRY,airport
Inta Airport,Inta,Russia,INA,UUYI,airport
Zhigansk Airport,Zhigansk,Russia,ZIX,UWKV,airport
Smolensk North Airport,Smolensk,Russia,LNX,XUBS,airport
Bogorodskoye Airport,Bogorodskoe,Russia,BQG,UHNB,airport
Sabetta International Airport,Sabetta,Russia,SBT,USDA,airport
Nogliki Airport,Nogliki,Russia,NGK,UHSN,airport
Nyurba Airport,Nyurba,Russia,NYR,UENN,airport
Sakkyryr Airport,Batagay-Alyta,Russia,SUK,UEBS,airport
Ust-Kuyga Airport,Ust-Kuyga,Russia,UKG,UEBT,airport
Verkhnevilyuisk Airport,Verkhnevilyuysk,Russia,VHV,UENI,airport
Mendeleyevo Airport,Yuzhno-Kurilsk,Russia,DEE,UHSM,airport
Shakhtyorsk Airport,Shakhtyorsk,Russia,EKS,UHSK,airport
Talakan Airport,Talakan,Russia,TLK,UECT,airport
Gisenyi Airport,Gisenyi,Rwanda,GYI,HRYG,airport
Kigali International Airport,Kigali,Rwanda,KGL,HRYR,airport
Kamembe Airport,Kamembe,Rwanda,KME,HRZA,airport
RAF Ascension Island,Wide Awake,Saint Helena,ASI,FHAW,airport
Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,TKPK,airport
Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN,airport
George F. L. Charles Airport,Castries,Saint Lucia,SLU,TLPC,airport
Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,TLPL,airport
Miquelon Airport,Miquelon,Saint Pierre and Miquelon,MQC,LFVM,airport
St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,LFVP,airport
Canouan Airport,Canouan Island,Saint Vincent and the Grenadines,CIW,TVSC,airport
Mustique Airport,Mustique,Saint Vincent and the Grenadines,MQS,TVSM,airport
Argyle International Airport,Kingstown,Saint Vincent and the Grenadines,SVD,TVSA,airport
J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB,airport
Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU,airport
Faleolo International Airport,Faleolo,Samoa,APW,NSFA,airport
Fagali'i Airport,Apia,Samoa,FGI,NSFI,airport
Maota Airport,Savaii Island,Samoa,MXS,NSMA,airport
Principe Airport,Principe,Sao Tome and Principe,PCP,FPPR,airport
São Tomé International Airport,Sao Tome,Sao Tome and Principe,TMS,FPST,airport
Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,airport
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,airport
Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,airport
Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,airport
King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,airport
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,airport
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,airport
Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,airport
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,airport
Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,airport
Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,airport
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,airport
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,airport
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,airport
Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,airport
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,airport
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,airport
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,airport
Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,airport
Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,airport
Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,airport
Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,airport
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,airport
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,airport
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,airport
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,airport
Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,airport
Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,airport
Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,OEPS,airport
Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,ULH,OEAO,airport
King Salman Abdulaziz Airport,,Saudi Arabia,DWD,OEDM,airport
King Khaled Air Base,,Saudi Arabia,KMX,OEKM,airport
Riyadh Air Base,Riyadh,Saudi Arabia,XXN,OERY,airport
Ziguinchor Airport,Ziguinchor,Senegal,ZIG,GOGG,airport
Cap Skirring Airport,Cap Skiring,Senegal,CSK,GOGS,airport
Kaolack Airport,Kaolack,Senegal,KLC,GOOK,airport
Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,airport
Saint Louis Airport,St. Louis,Senegal,XLS,GOSS,airport
Bakel Airport,Bakel,Senegal,BXE,GOTB,airport
Kédougou Airport,Kedougou,Senegal,KGG,GOTK,airport
Tambacounda Airport,Tambacounda,Senegal,TUD,GOTT,airport
Ouro Sogui Airport,Matam,Senegal,MAX,GOSM,airport
Blaise Diagne International Airport,Diass,Senegal,DSS,GOBD,airport
Kolda North Airport,Kolda,Senegal,KDA,GODK,airport
Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,LYBE,airport
Nis Airport,Nis,Serbia,INI,LYNI,airport
Priština International Airport,Pristina,Serbia,PRN,BKPR,airport
Batajnica Air Base,Batajnica,Serbia,BJY,LYBT,airport
Cenej Airport,Novi Sad,Serbia,QND,LYNS,airport
Desroches Airport,Desroches,Seychelles,DES,FSDR,airport
Seychelles International Airport,Mahe,Seychelles,SEZ,FSIA,airport
Praslin Airport,Praslin,Seychelles,PRI,FSPP,airport
Bird Island Airport,Bird Island,Seychelles,BDI,FSSB,airport
Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,airport
Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN,airport
Bo Airport,Bo,Sierra Leone,KBS,GFBO,airport
Kenema Airport,Kenema,Sierra Leone,KEN,GFKE,airport
Hastings Airport,Freetown,Sierra Leone,HGS,GFHA,airport
Yengema Airport,Yengema,Sierra Leone,WYE,GFYE,airport
Gbangbatok Airport,Gbangbatok,Sierra Leone,GBK,GFGK,airport
Paya Lebar Air Base,Paya Lebar,Singapore,QPG,WSAP,airport
Tengah Air Base,Tengah,Singapore,TGA,WSAT,airport
Seletar Airport,Singapore,Singapore,XSP,WSSL,airport
Singapore Changi Airport,Singapore,Singapore,SIN,WSSS,airport
M. R. Štefánik Airport,Bratislava,Slovakia,BTS,LZIB,airport
Košice Airport,Kosice,Slovakia,KSC,LZKZ,airport
Piešťany Airport,Piestany,Slovakia,PZY,LZPP,airport
Sliač Airport,Sliac,Slovakia,SLD,LZSL,airport
Poprad-Tatry Airport,Poprad,Slovakia,TAT,LZTT,airport
Žilina Airport,Žilina,Slovakia,ILZ,LZZI,airport
Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,LJLJ,airport
Maribor Airport,Maribor,Slovenia,MBX,LJMB,airport
Portoroz Airport,Portoroz,Slovenia,POW,LJPZ,airport
Honiara International Airport,Honiara,Solomon Islands,HIR,AGGH,airport
Uru Harbour Airport,Atoifi,Solomon Islands,ATD,AGAT,airport
Gwaunaru'u Airport,Auki,Solomon Islands,AKS,AGGA,airport
Ballalae Airport,Ballalae,Solomon Islands,BAS,AGGE,airport
Fera/Maringe Airport,Fera Island,Solomon Islands,FRE,AGGF,airport
Babanakira Airport,Mbambanakira,Solomon Islands,MBU,AGGI,airport
Ngorangora Airport,Kirakira,Solomon Islands,IRA,AGGK,airport
Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,AGGL,airport
Munda Airport,Munda,Solomon Islands,MUA,AGGM,airport
Nusatupe Airport,Gizo,Solomon Islands,GZO,AGGN,airport
Mono Airport,Stirling Island,Solomon Islands,MNY,AGGO,airport
Rennell/Tingoa Airport,Rennell Island,Solomon Islands,RNL,AGGR,airport
Marau Airport,Marau,Solomon Islands,RUS,AGGU,airport
Suavanao Airport,Suavanao,Solomon Islands,VAO,AGGV,airport
Kaghau Airport,Kagau Island,Solomon Islands,KGE,AGKG,airport
Ramata Airport,Ramata,Solomon Islands,RBV,AGRM,airport
Sege Airport,Sege,Solomon Islands,EGM,AGGS,airport
Ringi Cove Airport,Ringi Cove,Solomon Islands,RIN,AGRC,airport
Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF,airport
Ulawa Airport,Ulawa,Solomon Islands,RNA,AGAR,airport
Choiseul Bay Airport,Choiseul Bay,Solomon Islands,CHY,AGGC,airport
Santa Ana Airport,Santa Ana,Solomon Islands,NNB,AGGT,airport
Yandina Airport,Yandina,Solomon Islands,XYA,AGGY,airport
Batuna Aerodrome,Batuna,Solomon Islands,BPF,AGBT,airport
Egal International Airport,Hargeisa,Somalia,HGA,HCMH,airport
